"No.","Time","Source","Destination","Protocol","Length","Info"
"403","27.467669","172.217.167.227","192.168.31.102","QUIC","1288","Protected Payload (KP0)"
"404","27.467736","192.168.31.102","172.217.167.227","QUIC","77","Protected Payload (KP0), DCID=e7603d2f608d2237"
"405","27.468126","192.168.31.102","172.217.167.227","QUIC","82","Protected Payload (KP0), DCID=e7603d2f608d2237"
"406","27.468324","192.168.31.102","172.217.167.227","QUIC","82","Protected Payload (KP0), DCID=e7603d2f608d2237"
"407","27.471016","172.217.167.227","192.168.31.102","QUIC","1292","Protected Payload (KP0)"
"408","27.471016","172.217.167.227","192.168.31.102","QUIC","1292","Protected Payload (KP0)"
"409","27.471016","172.217.167.227","192.168.31.102","QUIC","1292","Protected Payload (KP0)"
"410","27.471118","192.168.31.102","172.217.167.227","QUIC","73","Protected Payload (KP0), DCID=e7603d2f608d2237"
"411","27.477066","172.217.167.227","192.168.31.102","QUIC","1292","Protected Payload (KP0)"
"412","27.477066","172.217.167.227","192.168.31.102","QUIC","1292","Protected Payload (KP0)"
"413","27.477066","172.217.167.227","192.168.31.102","QUIC","1292","Protected Payload (KP0)"
"414","27.477175","192.168.31.102","172.217.167.227","QUIC","73","Protected Payload (KP0), DCID=e7603d2f608d2237"
"415","27.477235","192.168.31.102","172.217.167.227","QUIC","73","Protected Payload (KP0), DCID=e7603d2f608d2237"
"416","27.482982","172.217.167.227","192.168.31.102","QUIC","1292","Protected Payload (KP0)"
"417","27.482982","172.217.167.227","192.168.31.102","QUIC","1292","Protected Payload (KP0)"
